Holder,Action,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,start_msg.started,start_msg.stopped,RespButton_start_trial.keys,RespButton_start_trial.rt,RespButton_start_trial.started,RespButton_start_trial.stopped,GREEN.started,GREEN.stopped,LEFT_RED.started,LEFT_RED.stopped,RIGHT_RED.started,RIGHT_RED.stopped,LEFT_CIRCLE.started,LEFT_CIRCLE.stopped,CENTER_CIRCLE.started,CENTER_CIRCLE.stopped,RIGHT_CIRCLE.started,RIGHT_CIRCLE.stopped,CORRECT,VALIDITY,RELEASE_TIME,TOUCH_TIME,BOTTLE_RESPONSE_POSITION,text.started,text.stopped,SOUND_DELAY_MS_LEFT,SOUND_DELAY_MS_RIGHT,pid,left_position,right_position,date,expName,psychopyVersion,frameRate,
right,stop,0,0,0,0,0,0,0,5,53.688482999801636,None,1,15.821596145629883,53.688482999801636,None,69.62159705162048,None,None,None,None,None,69.62159705162048,None,69.62159705162048,None,69.62159705162048,None,0,False,-1.0,-1.0,-1,69.85832595825195,None,,,pp_15,icub,clamp,2021_Dec_23_1430,exp,2021.2.3,59.86269970627443,
left,go,0,0,0,0,0,1,1,0,70.38896083831787,None,1,0.7178289890289307,70.38896083831787,None,71.24682402610779,None,72.23270297050476,72.57713890075684,72.23270297050476,72.57713890075684,71.24682402610779,None,71.24682402610779,None,71.24682402610779,None,1,True,429.98743057250977,953.6285400390625,left,74.535080909729,None,-1,-1,pp_15,icub,clamp,2021_Dec_23_1430,exp,2021.2.3,59.86269970627443,
right,stop,0,0,0,0,0,2,2,5,75.054358959198,None,1,0.8415989875793457,75.054358959198,None,75.97126007080078,None,76.96266603469849,77.33205795288086,76.96266603469849,77.33205795288086,75.97126007080078,None,75.97126007080078,None,75.97126007080078,None,1,True,451.6274929046631,-1.0,-1,81.31081795692444,None,500,500,pp_15,icub,clamp,2021_Dec_23_1430,exp,2021.2.3,59.86269970627443,
left,go,0,0,0,0,0,3,3,0,81.84272885322571,None,1,0.35607004165649414,81.84272885322571,None,82.33164191246033,None,83.29979085922241,83.64926195144653,83.29979085922241,83.64926195144653,82.33164191246033,None,82.33164191246033,None,82.33164191246033,None,1,True,406.79144859313965,909.8520278930664,left,85.52843594551086,None,-1,-1,pp_15,icub,clamp,2021_Dec_23_1430,exp,2021.2.3,59.86269970627443,
right,go,0,0,0,0,0,4,4,4,86.02879786491394,None,1,0.889085054397583,86.02879786491394,None,87.00341296195984,None,88.00629806518555,88.34870600700378,88.00629806518555,88.34870600700378,87.00341296195984,None,87.00341296195984,None,87.00341296195984,None,1,True,325.59752464294434,730.3922176361084,right,89.92983484268188,None,-1,-1,pp_15,icub,clamp,2021_Dec_23_1430,exp,2021.2.3,59.86269970627443,
left,go,0,0,0,0,0,5,5,1,90.43348789215088,None,1,0.759800910949707,90.43348789215088,None,91.28746294975281,None,92.29354000091553,92.64087891578674,92.29354000091553,92.64087891578674,91.28746294975281,None,91.28746294975281,None,91.28746294975281,None,1,True,483.51573944091797,724.0204811096191,left,94.37832188606262,None,-1,-1,pp_15,icub,clamp,2021_Dec_23_1430,exp,2021.2.3,59.86269970627443,
right,go,0,0,0,0,1,0,6,3,94.89863586425781,None,1,0.8726789951324463,94.89863586425781,None,95.86730790138245,None,96.87641596794128,97.23444104194641,96.87641596794128,97.23444104194641,95.86730790138245,None,95.86730790138245,None,95.86730790138245,None,1,True,517.4365043640137,795.0155735015869,right,99.07076287269592,None,-1,-1,pp_15,icub,clamp,2021_Dec_23_1430,exp,2021.2.3,59.86269970627443,
right,go,0,0,0,0,1,1,7,3,99.57621192932129,None,1,0.697098970413208,99.57621192932129,None,100.35385799407959,None,101.37591505050659,101.71633005142212,101.37591505050659,101.71633005142212,100.35385799407959,None,100.35385799407959,None,100.35385799407959,None,1,True,381.3960552215576,828.1104564666748,right,103.44866299629211,None,-1,-1,pp_15,icub,clamp,2021_Dec_23_1430,exp,2021.2.3,59.86269970627443,
right,go,0,0,0,0,1,2,8,3,103.96539688110352,None,1,0.765571117401123,103.96539688110352,None,104.81665396690369,None,105.84665703773499,106.19381403923035,105.84665703773499,106.19381403923035,104.81665396690369,None,104.81665396690369,None,104.81665396690369,None,1,True,564.3587112426758,653.8667678833008,right,107.94347190856934,None,-1,-1,pp_15,icub,clamp,2021_Dec_23_1430,exp,2021.2.3,59.86269970627443,
right,go,0,0,0,0,1,3,9,4,108.4622209072113,None,1,0.6092529296875,108.4622209072113,None,109.19040989875793,None,110.19220089912415,110.51629400253296,110.19220089912415,110.51629400253296,109.19040989875793,None,109.19040989875793,None,109.19040989875793,None,0,False,-1.0,-1.0,-1,111.08475303649902,None,,,pp_15,icub,clamp,2021_Dec_23_1430,exp,2021.2.3,59.86269970627443,
