Holder,Action,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,start_msg.started,start_msg.stopped,RespButton_start_trial.keys,RespButton_start_trial.rt,RespButton_start_trial.started,RespButton_start_trial.stopped,GREEN.started,GREEN.stopped,LEFT_RED.started,LEFT_RED.stopped,RIGHT_RED.started,RIGHT_RED.stopped,LEFT_CIRCLE.started,LEFT_CIRCLE.stopped,CENTER_CIRCLE.started,CENTER_CIRCLE.stopped,RIGHT_CIRCLE.started,RIGHT_CIRCLE.stopped,CORRECT,VALIDITY,RELEASE_TIME,TOUCH_TIME,BOTTLE_RESPONSE_POSITION,text.started,text.stopped,SOUND_DELAY_MS_LEFT,SOUND_DELAY_MS_RIGHT,pid,left_position,right_position,date,expName,psychopyVersion,frameRate,
left,go,0,0,0,0,1,4,10,0,96.66292905807495,None,1,0.23471903800964355,96.66292905807495,None,97.01790690422058,None,98.03878712654114,98.40029907226562,98.03878712654114,98.40029907226562,97.01790690422058,None,97.01790690422058,None,97.01790690422058,None,1,True,64.92090225219727,388.9424800872803,left,99.38867497444153,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,1,5,11,3,99.90201306343079,None,1,0.39762306213378906,99.90201306343079,None,100.38467597961426,None,101.41411399841309,101.77086806297302,101.41411399841309,101.77086806297302,100.38467597961426,None,100.38467597961426,None,100.38467597961426,None,1,True,354.2611598968506,385.9384059906006,right,102.99909400939941,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,2,0,12,1,103.50847101211548,None,1,0.23012804985046387,103.50847101211548,None,103.86232590675354,None,104.8947389125824,105.25410008430481,104.8947389125824,105.25410008430481,103.86232590675354,None,103.86232590675354,None,103.86232590675354,None,1,True,178.44128608703613,313.5805130004883,left,106.22789812088013,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,2,1,13,1,106.74760508537292,None,1,0.2572641372680664,106.74760508537292,None,107.10026693344116,None,108.10503506660461,108.45851111412048,108.10503506660461,108.45851111412048,107.10026693344116,None,107.10026693344116,None,107.10026693344116,None,0,False,2502.647876739502,-1.0,-1,114.50335907936096,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,stop,0,0,0,0,2,2,14,2,114.995845079422,None,1,0.8966341018676758,114.995845079422,None,115.97809290885925,None,116.95856499671936,117.3204460144043,116.95856499671936,117.3204460144043,115.97809290885925,None,115.97809290885925,None,115.97809290885925,None,0,True,28.542280197143555,454.9868106842041,left,118.3351321220398,None,500,400,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,stop,0,0,0,0,2,3,15,2,118.85161590576172,None,1,0.25147390365600586,118.85161590576172,None,119.20919704437256,None,120.20887804031372,120.56898307800293,120.20887804031372,120.56898307800293,119.20919704437256,None,119.20919704437256,None,119.20919704437256,None,0,True,297.5301742553711,394.94991302490234,left,121.79234910011292,None,450,400,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,stop,0,0,0,0,2,4,16,2,122.30958604812622,None,1,0.4793550968170166,122.30958604812622,None,122.91246199607849,None,123.91828608512878,124.24475812911987,123.91828608512878,124.24475812911987,122.91246199607849,None,122.91246199607849,None,122.91246199607849,None,0,True,331.0046195983887,352.81944274902344,left,125.49917101860046,None,400,400,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,2,5,17,3,126.01267600059509,None,1,0.7922980785369873,126.01267600059509,None,126.92285490036011,None,127.93950295448303,128.29764604568481,127.93950295448303,128.29764604568481,126.92285490036011,None,126.92285490036011,None,126.92285490036011,None,0,False,-1.0,-1.0,-1,128.73976802825928,None,,,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,3,0,18,4,129.24803495407104,None,1,0.8960909843444824,129.24803495407104,None,130.2242670059204,None,131.23059105873108,131.5876579284668,131.23059105873108,131.5876579284668,130.2242670059204,None,130.2242670059204,None,130.2242670059204,None,1,True,863.8715744018555,386.2948417663574,right,133.36283206939697,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,stop,0,0,0,0,3,1,19,2,133.8769989013672,None,1,0.20912694931030273,133.8769989013672,None,134.1717619895935,None,135.19281005859375,135.55685091018677,135.19281005859375,135.55685091018677,134.1717619895935,None,134.1717619895935,None,134.1717619895935,None,0,True,132.3533058166504,344.99406814575195,left,136.5275650024414,None,350,400,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,stop,0,0,0,0,3,2,20,5,137.05710291862488,None,1,0.1929318904876709,137.05710291862488,None,137.35027194023132,None,138.3757300376892,138.73684096336365,138.3757300376892,138.73684096336365,137.35027194023132,None,137.35027194023132,None,137.35027194023132,None,0,True,188.14921379089355,319.1101551055908,right,139.76946902275085,None,300,400,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,3,3,21,0,140.27570390701294,None,1,0.08871603012084961,140.27570390701294,None,140.44802808761597,None,141.47132992744446,141.8195550441742,141.47132992744446,141.8195550441742,140.44802808761597,None,140.44802808761597,None,140.44802808761597,None,1,True,249.47667121887207,333.9531421661377,left,142.9349811077118,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,3,4,22,1,143.46202206611633,None,1,0.43118810653686523,143.46202206611633,None,144.00253891944885,None,144.99838709831238,145.34734511375427,144.99838709831238,145.34734511375427,144.00253891944885,None,144.00253891944885,None,144.00253891944885,None,0,False,-1.0,-1.0,-1,145.88043689727783,None,,,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,3,5,23,4,146.39471197128296,None,1,0.5849258899688721,146.39471197128296,None,147.06012892723083,None,148.06012606620789,148.41673707962036,148.06012606620789,148.41673707962036,147.06012892723083,None,147.06012892723083,None,147.06012892723083,None,1,True,287.8744602203369,349.46441650390625,right,149.60944390296936,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,stop,0,0,0,0,4,0,24,2,150.11668491363525,None,1,0.12989497184753418,150.11668491363525,None,150.35262513160706,None,151.36743903160095,151.71624898910522,151.36743903160095,151.71624898910522,150.35262513160706,None,150.35262513160706,None,150.35262513160706,None,0,True,301.98049545288086,320.6028938293457,left,152.86790990829468,None,300,350,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,stop,0,0,0,0,4,1,25,5,153.38756799697876,None,1,0.13797998428344727,153.38756799697876,None,153.61875104904175,None,154.61808490753174,154.97421312332153,154.61808490753174,154.97421312332153,153.61875104904175,None,153.61875104904175,None,153.61875104904175,None,0,True,142.60196685791016,363.56306076049805,right,156.02198004722595,None,250,350,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,4,2,26,1,156.52472305297852,None,1,0.032536983489990234,156.52472305297852,None,156.63761806488037,None,157.64404797554016,157.99235796928406,157.64404797554016,157.99235796928406,156.63761806488037,None,156.63761806488037,None,156.63761806488037,None,1,True,259.36365127563477,336.31277084350586,left,159.1173939704895,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,stop,0,0,0,0,4,3,27,5,159.61789798736572,None,1,0.27135181427001953,159.61789798736572,None,159.97489309310913,None,160.9690980911255,161.32098293304443,160.9690980911255,161.32098293304443,159.97489309310913,None,159.97489309310913,None,159.97489309310913,None,0,True,199.2056369781494,294.7204113006592,right,162.35107612609863,None,250,300,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,4,4,28,3,162.85579895973206,None,1,0.031922101974487305,162.85579895973206,None,162.96812510490417,None,163.99033999443054,164.33685207366943,163.99033999443054,164.33685207366943,162.96812510490417,None,162.96812510490417,None,162.96812510490417,None,1,True,385.164737701416,344.09046173095703,right,165.5873830318451,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,4,5,29,1,166.08822798728943,None,1,0.0596010684967041,166.08822798728943,None,166.25849390029907,None,167.25070905685425,167.59162402153015,167.25070905685425,167.59162402153015,166.25849390029907,None,166.25849390029907,None,166.25849390029907,None,1,True,326.5092372894287,362.0145320892334,left,168.85140800476074,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,stop,0,0,0,0,5,0,30,2,169.3530900478363,None,1,0.1986091136932373,169.3530900478363,None,169.65225911140442,None,170.67128205299377,171.0183699131012,170.67128205299377,171.0183699131012,169.65225911140442,None,169.65225911140442,None,169.65225911140442,None,0,True,287.27197647094727,367.8772449493408,left,172.19662594795227,None,250,250,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,stop,0,0,0,0,5,1,31,2,172.71667790412903,None,1,0.21110892295837402,172.71667790412903,None,173.0132191181183,None,174.01984310150146,174.38728308677673,174.01984310150146,174.38728308677673,173.0132191181183,None,173.0132191181183,None,173.0132191181183,None,0,True,229.9935817718506,381.2904357910156,left,175.53127002716064,None,200,250,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,5,2,32,3,176.03411102294922,None,1,0.11682009696960449,176.03411102294922,None,176.2643461227417,None,177.29454112052917,177.64252996444702,177.29454112052917,177.64252996444702,176.2643461227417,None,176.2643461227417,None,176.2643461227417,None,1,True,272.3085880279541,322.7581977844238,right,178.7711009979248,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,5,3,33,0,179.27016305923462,None,1,0.18874692916870117,179.27016305923462,None,179.56588292121887,None,180.565495967865,180.91554999351501,180.565495967865,180.91554999351501,179.56588292121887,None,179.56588292121887,None,179.56588292121887,None,0,False,264.77622985839844,381.8480968475342,right,182.08821201324463,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,stop,0,0,0,0,5,4,34,2,182.60802793502808,None,1,0.23493599891662598,182.60802793502808,None,182.96229791641235,None,183.97273993492126,184.33097195625305,183.97273993492126,184.33097195625305,182.96229791641235,None,182.96229791641235,None,182.96229791641235,None,0,True,63.90500068664551,356.2042713165283,left,185.27221989631653,None,150,250,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,5,5,35,4,185.79908299446106,None,1,0.22385597229003906,185.79908299446106,None,186.1510410308838,None,187.15056991577148,187.49384713172913,187.15056991577148,187.49384713172913,186.1510410308838,None,186.1510410308838,None,186.1510410308838,None,1,True,238.93117904663086,286.99231147766113,right,188.5705931186676,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,6,0,36,4,189.09463906288147,None,1,0.06491518020629883,189.09463906288147,None,189.26268410682678,None,190.25576496124268,190.60798001289368,190.25576496124268,190.60798001289368,189.26268410682678,None,189.26268410682678,None,189.26268410682678,None,1,True,305.295467376709,342.9865837097168,right,191.78963899612427,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,6,1,37,4,192.29561591148376,None,1,0.011801004409790039,192.29561591148376,None,192.4009690284729,None,193.42495608329773,193.78900408744812,193.42495608329773,193.78900408744812,192.4009690284729,None,192.4009690284729,None,192.4009690284729,None,1,True,240.62275886535645,355.61251640319824,right,194.90275502204895,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,stop,0,0,0,0,6,2,38,2,195.42301297187805,None,1,1.5309009552001953,195.42301297187805,None,197.06791400909424,None,198.0473530292511,198.40869402885437,198.0473530292511,198.40869402885437,197.06791400909424,None,197.06791400909424,None,197.06791400909424,None,0,True,281.12053871154785,348.64091873168945,left,199.57091903686523,None,100,250,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,6,3,39,3,200.08611512184143,None,1,0.030286073684692383,200.08611512184143,None,200.19694209098816,None,201.19844698905945,201.56000995635986,201.19844698905945,201.56000995635986,200.19694209098816,None,200.19694209098816,None,200.19694209098816,None,1,True,44.420719146728516,259.4866752624512,right,202.39760494232178,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,stop,0,0,0,0,6,4,40,5,202.9137020111084,None,1,0.030570030212402344,202.9137020111084,None,203.01965403556824,None,204.0177719593048,204.37264490127563,204.0177719593048,204.37264490127563,203.01965403556824,None,203.01965403556824,None,203.01965403556824,None,0,True,169.07477378845215,280.1060676574707,right,205.35888504981995,None,50,250,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,6,5,41,1,205.85777592658997,None,1,0.3867640495300293,205.85777592658997,None,206.33040308952332,None,207.3421609401703,207.70210695266724,207.3421609401703,207.70210695266724,206.33040308952332,None,206.33040308952332,None,206.33040308952332,None,0,False,480.76725006103516,408.22887420654297,right,209.1142840385437,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,7,0,42,3,209.6323959827423,None,1,0.2680821418762207,209.6323959827423,None,209.99038791656494,None,211.0220971107483,211.3736960887909,211.0220971107483,211.3736960887909,209.99038791656494,None,209.99038791656494,None,209.99038791656494,None,1,True,372.65825271606445,303.3416271209717,right,212.54101610183716,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,7,1,43,3,213.04579997062683,None,1,0.28287482261657715,213.04579997062683,None,213.4040880203247,None,214.4238200187683,214.77085208892822,214.4238200187683,214.77085208892822,213.4040880203247,None,213.4040880203247,None,213.4040880203247,None,1,True,28.752803802490234,289.320707321167,right,215.62480306625366,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,stop,0,0,0,0,7,2,44,5,216.14478302001953,None,1,1.3967249393463135,216.14478302001953,None,217.6121039390564,None,218.61908102035522,218.9801640510559,218.61908102035522,218.9801640510559,217.6121039390564,None,217.6121039390564,None,217.6121039390564,None,0,True,57.16729164123535,315.8254623413086,right,219.87898302078247,None,50,200,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,7,3,45,0,220.39725303649902,None,1,0.15951991081237793,220.39725303649902,None,220.68969297409058,None,221.70913195610046,222.06485390663147,221.70913195610046,222.06485390663147,220.68969297409058,None,220.68969297409058,None,220.68969297409058,None,0,False,-1.0,-1.0,-1,222.5619010925293,None,,,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,7,4,46,0,223.06952595710754,None,1,0.6482350826263428,223.06952595710754,None,223.84594798088074,None,224.87261509895325,225.2232699394226,224.87261509895325,225.2232699394226,223.84594798088074,None,223.84594798088074,None,223.84594798088074,None,1,True,318.575382232666,328.596830368042,left,226.40235209465027,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,7,5,47,0,226.9143979549408,None,1,0.2890338897705078,226.9143979549408,None,227.32607197761536,None,228.33451199531555,228.6898970603943,228.33451199531555,228.6898970603943,227.32607197761536,None,227.32607197761536,None,227.32607197761536,None,0,False,3000.934362411499,-1.0,-1,232.2240970134735,None,,,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,8,0,48,4,232.7182490825653,None,1,0.5625529289245605,232.7182490825653,None,233.3871579170227,None,234.42199206352234,234.74967408180237,234.42199206352234,234.74967408180237,233.3871579170227,None,233.3871579170227,None,233.3871579170227,None,1,True,70.81246376037598,356.8694591522217,right,235.71223711967468,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,stop,0,0,0,0,8,1,49,2,236.21940302848816,None,1,0.2890458106994629,236.21940302848816,None,236.63589811325073,None,237.64972496032715,237.99838495254517,237.64972496032715,237.99838495254517,236.63589811325073,None,236.63589811325073,None,236.63589811325073,None,0,False,3000.1134872436523,-1.0,-1,241.53281092643738,None,,,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,8,2,50,1,242.0257511138916,None,1,0.4488530158996582,242.0257511138916,None,242.56967210769653,None,243.58741998672485,243.9156210422516,243.58741998672485,243.9156210422516,242.56967210769653,None,242.56967210769653,None,242.56967210769653,None,0,False,3000.0174045562744,-1.0,-1,247.44440293312073,None,,,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,8,3,51,1,247.9756109714508,None,1,2.5359551906585693,247.9756109714508,None,250.61805295944214,None,251.62368297576904,251.94954204559326,251.62368297576904,251.94954204559326,250.61805295944214,None,250.61805295944214,None,250.61805295944214,None,1,True,273.7233638763428,311.94043159484863,left,253.11334705352783,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,8,4,52,3,253.63213300704956,None,1,0.7760460376739502,253.63213300704956,None,254.4837200641632,None,255.51300501823425,255.86686396598816,255.51300501823425,255.86686396598816,254.4837200641632,None,254.4837200641632,None,254.4837200641632,None,1,True,61.975717544555664,317.59047508239746,right,256.73298501968384,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,stop,0,0,0,0,8,5,53,5,257.2690830230713,None,1,1.2443599700927734,257.2690830230713,None,258.61377811431885,None,259.6329529285431,259.99619007110596,259.6329529285431,259.99619007110596,258.61377811431885,None,258.61377811431885,None,258.61377811431885,None,0,True,236.4046573638916,256.35409355163574,right,260.9819951057434,None,50,150,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,9,0,54,1,261.4807069301605,None,1,0.2859630584716797,261.4807069301605,None,261.8999149799347,None,262.91465306282043,263.26718401908875,262.91465306282043,263.26718401908875,261.8999149799347,None,261.8999149799347,None,261.8999149799347,None,0,False,-1.0,-1.0,-1,263.60355591773987,None,,,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,stop,0,0,0,0,9,1,55,5,264.1154799461365,None,1,0.6721749305725098,264.1154799461365,None,264.90218710899353,None,265.90530490875244,266.2565960884094,265.90530490875244,266.2565960884094,264.90218710899353,None,264.90218710899353,None,264.90218710899353,None,0,True,118.74771118164062,297.879695892334,right,267.19674801826477,None,50,100,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,9,2,56,4,267.7022159099579,None,1,0.2904489040374756,267.7022159099579,None,268.1206479072571,None,269.1321470737457,269.4833219051361,269.1321470737457,269.4833219051361,268.1206479072571,None,268.1206479072571,None,268.1206479072571,None,1,True,262.36557960510254,249.07541275024414,right,270.5302278995514,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,9,3,57,3,271.0325150489807,None,1,0.29861998558044434,271.0325150489807,None,271.4508430957794,None,272.4712860584259,272.8407790660858,272.4712860584259,272.8407790660858,271.4508430957794,None,271.4508430957794,None,271.4508430957794,None,1,True,220.3211784362793,301.42974853515625,right,273.85434103012085,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,stop,0,0,0,0,9,4,58,5,274.3758718967438,None,1,0.292618989944458,274.3758718967438,None,274.79191303253174,None,275.8058340549469,276.16475200653076,275.8058340549469,276.16475200653076,274.79191303253174,None,274.79191303253174,None,274.79191303253174,None,0,True,324.9549865722656,355.4866313934326,right,277.37917304039,None,50,50,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,stop,0,0,0,0,9,5,59,5,277.8896310329437,None,1,0.11703705787658691,277.8896310329437,None,278.12036395072937,None,279.13170289993286,279.48614501953125,279.13170289993286,279.48614501953125,278.12036395072937,None,278.12036395072937,None,278.12036395072937,None,0,True,201.446533203125,206.48622512817383,right,280.417151927948,None,50,0,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,10,0,60,4,280.92516803741455,None,1,0.13169097900390625,280.92516803741455,None,281.15586709976196,None,282.1667490005493,282.5088849067688,282.1667490005493,282.5088849067688,281.15586709976196,None,281.15586709976196,None,281.15586709976196,None,1,True,263.0295753479004,319.9903964996338,right,283.64652395248413,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
right,go,0,0,0,0,10,1,61,3,284.1619710922241,None,1,0.3548929691314697,284.1619710922241,None,284.64092993736267,None,285.6598880290985,286.0042300224304,285.6598880290985,286.0042300224304,284.64092993736267,None,284.64092993736267,None,284.64092993736267,None,1,True,51.180124282836914,339.13516998291016,right,286.9227240085602,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,10,2,62,0,287.44104290008545,None,1,0.0836188793182373,287.44104290008545,None,287.6052598953247,None,288.6177499294281,288.9707930088043,288.6177499294281,288.9707930088043,287.6052598953247,None,287.6052598953247,None,287.6052598953247,None,1,True,217.2677516937256,307.4460029602051,left,290.00058007240295,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
left,go,0,0,0,0,10,3,63,1,290.50959396362305,None,1,0.4812769889831543,290.50959396362305,None,291.1144199371338,None,292.14244508743286,292.4893870353699,292.14244508743286,292.4893870353699,291.1144199371338,None,291.1144199371338,None,291.1144199371338,None,1,True,49.17287826538086,297.99604415893555,left,293.3525071144104,None,-1,-1,pp_13,icub,clamp,2021_Dec_23_1124,exp,2021.2.3,60.05031032335192,
