Holder,Action,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,start_msg.started,start_msg.stopped,RespButton_start_trial.keys,RespButton_start_trial.rt,RespButton_start_trial.started,RespButton_start_trial.stopped,GREEN.started,GREEN.stopped,LEFT_RED.started,LEFT_RED.stopped,RIGHT_RED.started,RIGHT_RED.stopped,LEFT_CIRCLE.started,LEFT_CIRCLE.stopped,CENTER_CIRCLE.started,CENTER_CIRCLE.stopped,RIGHT_CIRCLE.started,RIGHT_CIRCLE.stopped,SOUND_DELAY_MS_LEFT,SOUND_DELAY_MS_RIGHT,CORRECT,VALIDITY,RELEASE_TIME,TOUCH_TIME,BOTTLE_RESPONSE_POSITION,text.started,text.stopped,pid,left_position,right_position,date,expName,psychopyVersion,frameRate,
left,go,0,0,0,0,0,0,0,0,71.12909698486328,None,1,2.2878310680389404,71.12909698486328,None,73.51792597770691,None,74.52994012832642,74.88194108009338,74.52994012832642,74.88194108009338,73.51792597770691,None,73.51792597770691,None,73.51792597770691,None,-1,-1,1,True,375.92387199401855,733.2963943481445,left,76.52815413475037,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
right,go,0,0,0,0,0,1,1,3,77.05165910720825,None,1,0.39406895637512207,77.05165910720825,None,77.52618408203125,None,78.5282621383667,78.88897514343262,78.5282621383667,78.88897514343262,77.52618408203125,None,77.52618408203125,None,77.52618408203125,None,-1,-1,1,True,141.86954498291016,578.751802444458,right,80.13737201690674,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
right,go,0,0,0,0,0,2,2,3,80.64325594902039,None,1,0.19971084594726562,80.64325594902039,None,80.93791699409485,None,81.94990015029907,82.29232501983643,81.94990015029907,82.29232501983643,80.93791699409485,None,80.93791699409485,None,80.93791699409485,None,,,0,False,-1.0,-1.0,-1,82.81253099441528,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
right,go,0,0,0,0,0,3,3,4,83.29847502708435,None,1,0.7203829288482666,83.29847502708435,None,84.14139795303345,None,85.1418571472168,85.48997807502747,85.1418571472168,85.48997807502747,84.14139795303345,None,84.14139795303345,None,84.14139795303345,None,,,0,False,-1.0,-1.0,-1,85.95664095878601,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,go,0,0,0,0,0,4,4,0,86.4850480556488,None,1,0.6151959896087646,86.4850480556488,None,87.19061303138733,None,88.19382810592651,88.55006098747253,88.19382810592651,88.55006098747253,87.19061303138733,None,87.19061303138733,None,87.19061303138733,None,,,0,False,-1.0,-1.0,-1,89.02564811706543,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,go,0,0,0,0,0,5,5,0,89.55022811889648,None,1,0.6465671062469482,89.55022811889648,None,90.3075921535492,None,91.32230615615845,91.66575598716736,91.32230615615845,91.66575598716736,90.3075921535492,None,90.3075921535492,None,90.3075921535492,None,,,0,False,-1.0,-1.0,-1,92.04631400108337,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,stop,0,0,0,0,1,0,6,2,92.5689389705658,None,1,0.737835168838501,92.5689389705658,None,93.41738200187683,None,94.45111393928528,94.79571294784546,94.45111393928528,94.79571294784546,93.41738200187683,None,93.41738200187683,None,93.41738200187683,None,,,0,False,-1.0,-1.0,-1,95.2688479423523,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,go,0,0,0,0,1,1,7,0,95.80185008049011,None,1,1.1421270370483398,95.80185008049011,None,97.0452229976654,None,98.06902503967285,98.4241189956665,98.06902503967285,98.4241189956665,97.0452229976654,None,97.0452229976654,None,97.0452229976654,None,-1,-1,1,True,415.3914451599121,664.9911403656006,left,100.03268909454346,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
right,go,0,0,0,0,1,2,8,4,100.55954599380493,None,1,1.0533738136291504,100.55954599380493,None,101.72087216377258,None,102.73687815666199,103.08422112464905,102.73687815666199,103.08422112464905,101.72087216377258,None,101.72087216377258,None,101.72087216377258,None,-1,-1,1,True,279.76036071777344,632.9634189605713,right,104.52745413780212,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
right,go,0,0,0,0,1,3,9,3,105.05455207824707,None,1,0.2591590881347656,105.05455207824707,None,105.41494011878967,None,106.41088008880615,106.77950096130371,106.41088008880615,106.77950096130371,105.41494011878967,None,105.41494011878967,None,105.41494011878967,None,-1,-1,1,True,59.59820747375488,713.4871482849121,right,108.08303093910217,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
right,go,0,0,0,0,1,4,10,3,108.60256505012512,None,1,0.27539587020874023,108.60256505012512,None,108.95822095870972,None,109.9720709323883,110.30706000328064,109.9720709323883,110.30706000328064,108.95822095870972,None,108.95822095870972,None,108.95822095870972,None,,,0,False,-1.0,-1.0,-1,110.66949510574341,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
right,stop,0,0,0,0,1,5,11,5,111.16305708885193,None,1,1.255587100982666,111.16305708885193,None,112.49391198158264,None,113.49993896484375,113.82958602905273,113.49993896484375,113.82958602905273,112.49391198158264,None,112.49391198158264,None,112.49391198158264,None,500,500,0,True,284.34014320373535,594.8271751403809,right,115.27612900733948,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,go,0,0,0,0,2,0,12,1,115.78317308425903,None,1,1.1826682090759277,115.78317308425903,None,117.06627893447876,None,118.0789749622345,118.44045901298523,118.0789749622345,118.44045901298523,117.06627893447876,None,117.06627893447876,None,117.06627893447876,None,-1,-1,1,True,291.22400283813477,586.601972579956,left,119.85139393806458,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,go,0,0,0,0,2,1,13,0,120.36115002632141,None,1,0.3333568572998047,120.36115002632141,None,120.78003716468811,None,121.80309700965881,122.15866208076477,121.80309700965881,122.15866208076477,120.78003716468811,None,120.78003716468811,None,120.78003716468811,None,-1,-1,1,True,378.9653778076172,513.298749923706,left,123.57731795310974,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
right,go,0,0,0,0,2,2,14,3,124.09769201278687,None,1,0.45363783836364746,124.09769201278687,None,124.64204907417297,None,125.63036799430847,125.98289394378662,125.63036799430847,125.98289394378662,124.64204907417297,None,124.64204907417297,None,124.64204907417297,None,-1,-1,1,True,224.5626449584961,626.0354518890381,right,127.36012196540833,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,go,0,0,0,0,2,3,15,1,127.87514209747314,None,1,0.37548208236694336,127.87514209747314,None,128.35742211341858,None,129.3853051662445,129.74452900886536,129.3853051662445,129.74452900886536,128.35742211341858,None,128.35742211341858,None,128.35742211341858,None,-1,-1,1,True,243.84093284606934,524.0089893341064,left,131.02119493484497,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,go,0,0,0,0,2,4,16,1,131.55606508255005,None,1,0.35262012481689453,131.55606508255005,None,132.03238105773926,None,133.02761697769165,133.39661407470703,133.02761697769165,133.39661407470703,132.03238105773926,None,132.03238105773926,None,132.03238105773926,None,-1,-1,1,True,265.3927803039551,581.3970565795898,left,134.76306414604187,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
right,go,0,0,0,0,2,5,17,3,135.29783606529236,None,1,0.5337610244750977,135.29783606529236,None,135.95970010757446,None,136.95218110084534,137.31438207626343,136.95218110084534,137.31438207626343,135.95970010757446,None,135.95970010757446,None,135.95970010757446,None,-1,-1,1,True,303.23266983032227,694.9927806854248,right,138.8448841571808,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,stop,0,0,0,0,3,0,18,2,139.34741115570068,None,1,0.29142189025878906,139.34741115570068,None,139.76269912719727,None,140.76001715660095,141.11718606948853,140.76001715660095,141.11718606948853,139.76269912719727,None,139.76269912719727,None,139.76269912719727,None,,,0,False,-1.0,-1.0,-1,141.63795113563538,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,go,0,0,0,0,3,1,19,0,142.13222908973694,None,1,1.1484510898590088,142.13222908973694,None,143.38955807685852,None,144.39826107025146,144.75227904319763,144.39826107025146,144.75227904319763,143.38955807685852,None,143.38955807685852,None,143.38955807685852,None,-1,-1,1,True,338.70530128479004,615.6039237976074,left,146.2340669631958,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
right,go,0,0,0,0,3,2,20,4,146.7477309703827,None,1,0.22586393356323242,146.7477309703827,None,147.10175013542175,None,148.11315608024597,148.46880793571472,148.11315608024597,148.46880793571472,147.10175013542175,None,147.10175013542175,None,147.10175013542175,None,-1,-1,1,True,328.98473739624023,736.361026763916,right,150.05348896980286,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
left,go,0,0,0,0,3,3,21,1,150.57223200798035,None,1,0.5271620750427246,150.57223200798035,None,151.2021210193634,None,152.1981749534607,152.54438400268555,152.1981749534607,152.54438400268555,151.2021210193634,None,151.2021210193634,None,151.2021210193634,None,-1,-1,1,True,52.38080024719238,648.9903926849365,left,153.7779049873352,None,pp_07,icub,clamp,2021_Dec_21_1625,exp,2021.2.3,60.13520120319035,
